"","X","commonname","time","latitude","longitude","region_name","island","site","reef_zone","depth_bin","sitevisitid","date_","obs_year","diver","rep","method","photographer","training_yn","depth","survey_radius_m","hard_coral","soft_coral","ma","cca","ta","sand","tunicate","zoanthid","corallimorph","clam","cyano","sponge","other","other_type","habitat_code","habitat_type","current_strength","visibility","substrate_height_0","substrate_height_20","substrate_height_50","substrate_height_100","substrate_height_150","max_height","urchin_dacor","boring_urchin_dacor","roundid","missionid","min_depth","max_depth","objectid","replicateid","species","taxonname","commonfamilyall","family","scientific_name","trophic","count"
"122993",122993,"Yellow tang","2019-07-17T00:00:00Z",19.565873,-155.969343,"Main Hawaiian Islands","Hawaii","HAW-3725","Forereef","Mid",13033,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,7,7.5,2,NA,1,13,NA,1,NA,NA,NA,NA,NA,NA,83,NA,"AGR","Aggregate Reef","Slight",17,40,35,15,8,2,1.8,"D","C",134,"SE1902_MHI_LEG2",6.1,8.2,2449537,1845967855,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"122994",122994,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,5,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,91,NA,"AGR","Aggregate Reef","None",20,60,30,10,0,0,0.8,"D","O",134,"SE1902_MHI_LEG2",14.2,16.4,2436605,1845967851,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",5
"122995",122995,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,5,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,91,NA,"AGR","Aggregate Reef","None",20,60,30,10,0,0,0.8,"D","O",134,"SE1902_MHI_LEG2",14.2,16.4,2436606,1845967851,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"122996",122996,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,5,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,91,NA,"AGR","Aggregate Reef","None",20,60,30,10,0,0,0.8,"D","O",134,"SE1902_MHI_LEG2",14.2,16.4,2436607,1845967851,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"122997",122997,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,5,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,91,NA,"AGR","Aggregate Reef","None",20,60,30,10,0,0,0.8,"D","O",134,"SE1902_MHI_LEG2",14.2,16.4,2436608,1845967851,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"122998",122998,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,8,NA,4,6,NA,15,NA,NA,NA,NA,NA,NA,67,NA,"AGR","Aggregate Reef","None",20,25,50,25,0,0,0.7,"O","R",134,"SE1902_MHI_LEG2",13.4,16.7,2447058,1845967848,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"122999",122999,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,8,NA,4,6,NA,15,NA,NA,NA,NA,NA,NA,67,NA,"AGR","Aggregate Reef","None",20,25,50,25,0,0,0.7,"O","R",134,"SE1902_MHI_LEG2",13.4,16.7,2447059,1845967848,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",9
"123000",123000,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,8,NA,4,6,NA,15,NA,NA,NA,NA,NA,NA,67,NA,"AGR","Aggregate Reef","None",20,25,50,25,0,0,0.7,"O","R",134,"SE1902_MHI_LEG2",13.4,16.7,2447060,1845967848,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",9
"123001",123001,"Yellow tang","2019-07-17T00:00:00Z",19.585911,-155.973106,"Main Hawaiian Islands","Hawaii","HAW-3735","Forereef","Mid",13032,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,8,NA,4,6,NA,15,NA,NA,NA,NA,NA,NA,67,NA,"AGR","Aggregate Reef","None",20,25,50,25,0,0,0.7,"O","R",134,"SE1902_MHI_LEG2",13.4,16.7,2447061,1845967848,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"123002",123002,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"JMA","A","nSPC",0,0,20,7.5,55,NA,0,5,NA,5,NA,NA,NA,NA,NA,NA,35,NA,"AGR","Aggregate Reef","None",30,40,30,20,10,0,1.4,"O","O",134,"SE1902_MHI_LEG2",20.1,20.1,2448856,1845967857,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",8
"123003",123003,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"JMA","A","nSPC",0,0,20,7.5,55,NA,0,5,NA,5,NA,NA,NA,NA,NA,NA,35,NA,"AGR","Aggregate Reef","None",30,40,30,20,10,0,1.4,"O","O",134,"SE1902_MHI_LEG2",20.1,20.1,2448857,1845967857,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",6
"123004",123004,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"JMA","A","nSPC",0,0,20,7.5,55,NA,0,5,NA,5,NA,NA,NA,NA,NA,NA,35,NA,"AGR","Aggregate Reef","None",30,40,30,20,10,0,1.4,"O","O",134,"SE1902_MHI_LEG2",20.1,20.1,2448858,1845967857,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123005",123005,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,33,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,58,NA,"AGR","Aggregate Reef","Slight",30,35,40,20,3,2,2,"O","R",134,"SE1902_MHI_LEG2",19.2,20.4,2438639,1845967852,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123006",123006,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,33,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,58,NA,"AGR","Aggregate Reef","Slight",30,35,40,20,3,2,2,"O","R",134,"SE1902_MHI_LEG2",19.2,20.4,2438640,1845967852,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123007",123007,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,33,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,58,NA,"AGR","Aggregate Reef","Slight",30,35,40,20,3,2,2,"O","R",134,"SE1902_MHI_LEG2",19.2,20.4,2438641,1845967852,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123008",123008,"Yellow tang","2019-07-17T00:00:00Z",19.608245,-155.985084,"Main Hawaiian Islands","Hawaii","HAW-3413","Forereef","Deep",13031,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,33,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,58,NA,"AGR","Aggregate Reef","Slight",30,35,40,20,3,2,2,"O","R",134,"SE1902_MHI_LEG2",19.2,20.4,2435110,1845967852,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"123009",123009,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,12,NA,0,10,NA,10,NA,NA,NA,NA,NA,NA,68,NA,"AGR","Aggregate Reef","None",30,20,35,20,20,5,1.8,"D","C",134,"SE1902_MHI_LEG2",15.8,15.8,2433475,1845967850,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"123010",123010,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,12,NA,0,10,NA,10,NA,NA,NA,NA,NA,NA,68,NA,"AGR","Aggregate Reef","None",30,20,35,20,20,5,1.8,"D","C",134,"SE1902_MHI_LEG2",15.8,15.8,2433476,1845967850,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"123011",123011,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,12,NA,0,10,NA,10,NA,NA,NA,NA,NA,NA,68,NA,"AGR","Aggregate Reef","None",30,20,35,20,20,5,1.8,"D","C",134,"SE1902_MHI_LEG2",15.8,15.8,2433477,1845967850,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"123012",123012,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,12,NA,0,10,NA,10,NA,NA,NA,NA,NA,NA,68,NA,"AGR","Aggregate Reef","None",30,20,35,20,20,5,1.8,"D","C",134,"SE1902_MHI_LEG2",15.8,15.8,2433478,1845967850,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"123013",123013,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"AEG","A","nSPC",-1,0,15,7.5,12,NA,0,10,NA,10,NA,NA,NA,NA,NA,NA,68,NA,"AGR","Aggregate Reef","None",30,20,35,20,20,5,1.8,"D","C",134,"SE1902_MHI_LEG2",15.8,15.8,2435111,1845967850,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",5
"123014",123014,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2435108,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123015",123015,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2435109,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",6
"123016",123016,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2444357,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",6
"123017",123017,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2444358,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"123018",123018,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2444359,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123019",123019,"Yellow tang","2019-07-17T00:00:00Z",19.63297,-155.996419,"Main Hawaiian Islands","Hawaii","HAW-3745","Forereef","Mid",13030,"2019-07-17T00:00:00Z",2019,"ATR","A","nSPC",0,0,14,7.5,12,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,69,NA,"AGR","Aggregate Reef","None",30,35,25,35,5,0,1.4,"O","R",134,"SE1902_MHI_LEG2",14.9,14.9,2445078,1845967854,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",7
"123020",123020,"Yellow tang","2019-07-17T00:00:00Z",19.677569,-156.035911,"Main Hawaiian Islands","Hawaii","HAW-3751","Forereef","Mid",13029,"2019-07-17T00:00:00Z",2019,"JMA","A","nSPC",0,0,14,7.5,3,NA,0,2,NA,7,NA,NA,NA,NA,NA,NA,88,NA,"AGR","Aggregate Reef","None",30,60,30,5,5,0,1.3,"A","O",134,"SE1902_MHI_LEG2",13.5,14.4,2432130,1845967856,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123021",123021,"Yellow tang","2019-07-17T00:00:00Z",19.677569,-156.035911,"Main Hawaiian Islands","Hawaii","HAW-3751","Forereef","Mid",13029,"2019-07-17T00:00:00Z",2019,"JMA","A","nSPC",0,0,14,7.5,3,NA,0,2,NA,7,NA,NA,NA,NA,NA,NA,88,NA,"AGR","Aggregate Reef","None",30,60,30,5,5,0,1.3,"A","O",134,"SE1902_MHI_LEG2",13.5,14.4,2432131,1845967856,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123022",123022,"Yellow tang","2019-07-17T00:00:00Z",19.677569,-156.035911,"Main Hawaiian Islands","Hawaii","HAW-3751","Forereef","Mid",13029,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,14,7.5,1,NA,1,3,NA,0,NA,NA,NA,NA,NA,NA,95,NA,"AGR","Aggregate Reef","None",30,60,25,10,4,1,1.9,"A","O",134,"SE1902_MHI_LEG2",13.7,15.2,2452501,1845967849,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123023",123023,"Yellow tang","2019-07-17T00:00:00Z",19.677569,-156.035911,"Main Hawaiian Islands","Hawaii","HAW-3751","Forereef","Mid",13029,"2019-07-17T00:00:00Z",2019,"TCW","A","nSPC",-1,0,14,7.5,1,NA,1,3,NA,0,NA,NA,NA,NA,NA,NA,95,NA,"AGR","Aggregate Reef","None",30,60,25,10,4,1,1.9,"A","O",134,"SE1902_MHI_LEG2",13.7,15.2,2452502,1845967849,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123024",123024,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"AEG","A","nSPC",0,0,7,7.5,10,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,84,NA,"AGR","Aggregate Reef","None",29,60,18,15,5,2,1.7,"O","C",134,"SE1902_MHI_LEG2",7.3,7.9,2434536,1845967874,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123025",123025,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"AEG","A","nSPC",0,0,7,7.5,10,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,84,NA,"AGR","Aggregate Reef","None",29,60,18,15,5,2,1.7,"O","C",134,"SE1902_MHI_LEG2",7.3,7.9,2434539,1845967874,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123026",123026,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"AEG","A","nSPC",0,0,7,7.5,10,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,84,NA,"AGR","Aggregate Reef","None",29,60,18,15,5,2,1.7,"O","C",134,"SE1902_MHI_LEG2",7.3,7.9,2434540,1845967874,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"123027",123027,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"TLK","A","nSPC",-1,0,9,7.5,10,NA,10,0,NA,1,NA,NA,NA,NA,NA,NA,79,NA,"AGR","Aggregate Reef","None",29,53,30,5,10,2,2.5,"O","R",134,"SE1902_MHI_LEG2",9.1,9.1,2449397,1845967862,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123028",123028,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"TLK","A","nSPC",-1,0,9,7.5,10,NA,10,0,NA,1,NA,NA,NA,NA,NA,NA,79,NA,"AGR","Aggregate Reef","None",29,53,30,5,10,2,2.5,"O","R",134,"SE1902_MHI_LEG2",9.1,9.1,2449398,1845967862,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123029",123029,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"TLK","A","nSPC",-1,0,9,7.5,10,NA,10,0,NA,1,NA,NA,NA,NA,NA,NA,79,NA,"AGR","Aggregate Reef","None",29,53,30,5,10,2,2.5,"O","R",134,"SE1902_MHI_LEG2",9.1,9.1,2449399,1845967862,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123030",123030,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"TLK","A","nSPC",-1,0,9,7.5,10,NA,10,0,NA,1,NA,NA,NA,NA,NA,NA,79,NA,"AGR","Aggregate Reef","None",29,53,30,5,10,2,2.5,"O","R",134,"SE1902_MHI_LEG2",9.1,9.1,2449400,1845967862,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123031",123031,"Yellow tang","2019-07-19T00:00:00Z",19.209742,-155.900209,"Main Hawaiian Islands","Hawaii","HAW-3759","Forereef","Mid",13057,"2019-07-19T00:00:00Z",2019,"TLK","A","nSPC",-1,0,9,7.5,10,NA,10,0,NA,1,NA,NA,NA,NA,NA,NA,79,NA,"AGR","Aggregate Reef","None",29,53,30,5,10,2,2.5,"O","R",134,"SE1902_MHI_LEG2",9.1,9.1,2449401,1845967862,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"123032",123032,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"JMA","A","nSPC",0,0,19,7.5,1,NA,0,2,NA,0,NA,NA,NA,NA,NA,NA,97,NA,"AGR","Aggregate Reef","Slight",30,55,30,15,0,0,0.9,"R","R",134,"SE1902_MHI_LEG2",18.5,22.1,2434682,1845967879,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",5
"123033",123033,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"JMA","A","nSPC",0,0,19,7.5,1,NA,0,2,NA,0,NA,NA,NA,NA,NA,NA,97,NA,"AGR","Aggregate Reef","Slight",30,55,30,15,0,0,0.9,"R","R",134,"SE1902_MHI_LEG2",18.5,22.1,2434683,1845967879,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",5
"123034",123034,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"JMA","A","nSPC",0,0,19,7.5,1,NA,0,2,NA,0,NA,NA,NA,NA,NA,NA,97,NA,"AGR","Aggregate Reef","Slight",30,55,30,15,0,0,0.9,"R","R",134,"SE1902_MHI_LEG2",18.5,22.1,2434684,1845967879,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",8
"123035",123035,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,4,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,87,NA,"AGR","Aggregate Reef","None",30,80,18,2,0,0,0.8,"O","R",134,"SE1902_MHI_LEG2",18,23.2,2450019,1845967876,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123036",123036,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,4,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,87,NA,"AGR","Aggregate Reef","None",30,80,18,2,0,0,0.8,"O","R",134,"SE1902_MHI_LEG2",18,23.2,2450020,1845967876,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123037",123037,"Yellow tang","2019-07-19T00:00:00Z",19.365212,-155.894947,"Main Hawaiian Islands","Hawaii","HAW-3401","Forereef","Deep",13058,"2019-07-19T00:00:00Z",2019,"TCW","A","nSPC",-1,0,20,7.5,4,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,87,NA,"AGR","Aggregate Reef","None",30,80,18,2,0,0,0.8,"O","R",134,"SE1902_MHI_LEG2",18,23.2,2450021,1845967876,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123038",123038,"Yellow tang","2019-07-19T00:00:00Z",19.387355,-155.904909,"Main Hawaiian Islands","Hawaii","HAW-3718","Forereef","Mid",13059,"2019-07-19T00:00:00Z",2019,"KSM","A","nSPC",0,0,13,7.5,3,NA,0,1,NA,20,NA,NA,NA,NA,NA,NA,76,NA,"AGR","Aggregate Reef","Slight",26,70,10,10,10,0,1,"R","R",134,"SE1902_MHI_LEG2",13,13,2449941,1845967871,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123039",123039,"Yellow tang","2019-07-19T00:00:00Z",19.387355,-155.904909,"Main Hawaiian Islands","Hawaii","HAW-3718","Forereef","Mid",13059,"2019-07-19T00:00:00Z",2019,"KSM","A","nSPC",0,0,13,7.5,3,NA,0,1,NA,20,NA,NA,NA,NA,NA,NA,76,NA,"AGR","Aggregate Reef","Slight",26,70,10,10,10,0,1,"R","R",134,"SE1902_MHI_LEG2",13,13,2449942,1845967871,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123040",123040,"Yellow tang","2019-07-19T00:00:00Z",19.387355,-155.904909,"Main Hawaiian Islands","Hawaii","HAW-3718","Forereef","Mid",13059,"2019-07-19T00:00:00Z",2019,"KSM","A","nSPC",0,0,13,7.5,3,NA,0,1,NA,20,NA,NA,NA,NA,NA,NA,76,NA,"AGR","Aggregate Reef","Slight",26,70,10,10,10,0,1,"R","R",134,"SE1902_MHI_LEG2",13,13,2449943,1845967871,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"123041",123041,"Yellow tang","2019-07-19T00:00:00Z",19.387355,-155.904909,"Main Hawaiian Islands","Hawaii","HAW-3718","Forereef","Mid",13059,"2019-07-19T00:00:00Z",2019,"KSM","A","nSPC",0,0,13,7.5,3,NA,0,1,NA,20,NA,NA,NA,NA,NA,NA,76,NA,"AGR","Aggregate Reef","Slight",26,70,10,10,10,0,1,"R","R",134,"SE1902_MHI_LEG2",13,13,2449944,1845967871,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
