Population,ID,Block,Drought,Fate,Dead,Height,Shoot,Root,Longevity,Terminal_GWC,MAR,MET
PTAB,8,A,drought,harvest,0,1.6,0.0269,0.0199,NA,NA,50,390
PTAB,9,A,drought,harvest,0,1.6,0.0403,0.0274,NA,NA,50,390
PTAB,10,A,drought,harvest,0,2.3,0.03,0.0192,NA,NA,50,390
PTAB,11,A,drought,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,12,A,drought,terminaldrought,1,NA,NA,NA,56,38.24696434,50,390
PTAB,13,A,drought,terminaldrought,1,NA,NA,NA,74,33.49651018,50,390
PTAB,17,A,drought,terminaldrought,1,NA,NA,NA,67,36.89740893,50,390
PTAB,18,A,drought,terminaldrought,1,NA,NA,NA,74,36.00631035,50,390
PTAB,19,A,drought,terminaldrought,1,NA,NA,NA,69,38.12984033,50,390
PTAB,20,A,drought,terminaldrought,1,NA,NA,NA,69,37.83105459,50,390
PTAB,21,A,drought,terminaldrought,1,NA,NA,NA,56,37.38598336,50,390
PTAB,22,A,drought,terminaldrought,1,NA,NA,NA,56,36.97389808,50,390
PTAB,23,A,drought,terminaldrought,1,NA,NA,NA,56,37.2683813,50,390
PTAB,24,A,drought,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,25,A,drought,terminaldrought,1,NA,NA,NA,67,36.71192275,50,390
PTAB,26,A,drought,terminaldrought,1,NA,NA,NA,70,37.04608471,50,390
PTAB,27,A,drought,terminaldrought,1,NA,NA,NA,56,36.96433693,50,390
PTAB,28,A,drought,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,29,A,drought,terminaldrought,1,NA,NA,NA,66,38.18386079,50,390
PTAB,30,A,drought,terminaldrought,1,NA,NA,NA,81,36.36724352,50,390
PTAB,31,A,control,harvest,0,1.9,0.0744,0.0339,NA,NA,50,390
PTAB,32,A,control,harvest,0,0.6,0.0046,0.0011,NA,NA,50,390
PTAB,33,A,control,harvest,0,1.4,0.0305,0.0145,NA,NA,50,390
PTAB,34,A,control,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,35,A,control,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,36,A,control,harvest,0,1.5,0.0267,0.0092,NA,NA,50,390
PTAB,37,A,control,harvest,0,2.8,0.0508,0.0146,NA,NA,50,390
PTAB,38,A,control,harvest,0,1.6,0.0672,0.0414,NA,NA,50,390
PTAB,39,A,control,harvest,0,2.3,0.0198,0.008,NA,NA,50,390
PTAB,40,A,control,harvest,0,2.6,0.0472,0.0162,NA,NA,50,390
PTAB,41,A,control,terminaldrought,1,NA,NA,NA,66,36.29840329,50,390
PTAB,42,A,control,terminaldrought,1,NA,NA,NA,67,36.88976002,50,390
PTAB,43,A,control,terminaldrought,1,NA,NA,NA,66,36.62348217,50,390
PTAB,44,A,control,terminaldrought,1,NA,NA,NA,67,37.72779424,50,390
PTAB,45,A,control,terminaldrought,1,NA,NA,NA,56,36.7257864,50,390
PTAB,46,A,control,terminaldrought,1,NA,NA,NA,49,38.47260732,50,390
PTAB,47,A,control,terminaldrought,1,NA,NA,NA,67,36.9155751,50,390
PTAB,48,A,control,harvest,1,NA,NA,NA,NA,NA,50,390
PTAB,49,A,control,terminaldrought,1,NA,NA,NA,62,38.5409695,50,390
PTAB,50,A,control,terminaldrought,1,NA,NA,NA,66,39.28721675,50,390
PTAB,51,A,control,terminaldrought,1,NA,NA,NA,56,38.61267808,50,390
PTAB,53,A,control,terminaldrought,1,NA,NA,NA,81,34.60799312,50,390
PTAB,54,A,control,terminaldrought,1,NA,NA,NA,61,40.95563629,50,390
PTAB,56,A,control,terminaldrought,1,NA,NA,NA,69,36.86346687,50,390
PTAB,57,A,control,terminaldrought,1,NA,NA,NA,49,38.12505976,50,390
PTAB,58,A,control,terminaldrought,1,NA,NA,NA,67,37.0618606,50,390
Waahila1,285,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,286,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,277,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,279,D,drought,harvest,0,0.4,0.0025,0.0171,NA,NA,314,938
Waahila1,290,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,291,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,287,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,289,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,295,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,296,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,292,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,293,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,282,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,284,D,drought,terminaldrought,1,NA,NA,NA,8,67.74548236,314,938
Waahila1,712,I,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,713,I,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,714,I,drought,terminaldrought,1,NA,NA,NA,20,59.15097046,314,938
Waahila1,715,I,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,716,I,control,harvest,0,2.3,0.1173,0.0245,NA,NA,314,938
Waahila1,717,I,control,harvest,0,0.6,0.0269,0.0044,NA,NA,314,938
Waahila1,718,I,control,harvest,0,0.7,0.0171,0.0268,NA,NA,314,938
Waahila1,719,I,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,720,I,control,terminaldrought,1,NA,NA,NA,12,61.94043408,314,938
Waahila1,280,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,281,D,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,707,I,drought,harvest,0,0.9,0.0178,0.0014,NA,NA,314,938
Waahila1,708,I,drought,harvest,0,1.5,0.0513,0.0104,NA,NA,314,938
Waahila1,709,I,drought,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,297,D,control,harvest,1,NA,NA,NA,NA,NA,314,938
Waahila1,722,I,control,terminaldrought,1,NA,NA,NA,15,60.33894254,314,938
Waahila1,721,I,control,terminaldrought,1,NA,NA,NA,20,56.29027632,314,938
Waahila2,704,I,control,terminaldrought,1,NA,NA,NA,27,44.34649584,330,790
Waahila2,701,I,control,terminaldrought,1,NA,NA,NA,36,44.11320394,330,790
Waahila2,702,I,control,harvest,1,NA,NA,NA,NA,NA,330,790
Waahila2,703,I,control,terminaldrought,1,NA,NA,NA,20,51.59766708,330,790
Waahila2,694,I,drought,harvest,1,NA,NA,NA,NA,NA,330,790
Waahila2,695,I,control,harvest,0,2.7,0.0126,0.0185,NA,NA,330,790
Waahila2,696,I,control,harvest,0,5.4,0.3673,0.0768,NA,NA,330,790
Waahila2,697,I,control,harvest,0,3.9,0.1601,0.0461,NA,NA,330,790
Waahila2,698,I,control,harvest,1,NA,NA,NA,NA,NA,330,790
Waahila2,699,I,control,harvest,1,NA,NA,NA,NA,NA,330,790
Waahila2,683,I,drought,harvest,0,0.5,0.0129,1.00E-04,NA,NA,330,790
Waahila2,684,I,drought,harvest,0,0.6,NA,NA,NA,NA,330,790
Waahila2,685,I,drought,harvest,0,0.8,0.0228,0.0022,NA,NA,330,790
Waahila2,687,I,drought,harvest,0,2.1,0.0603,0.0104,NA,NA,330,790
Waahila2,688,I,drought,terminaldrought,1,NA,NA,NA,20,55.79022851,330,790
Waahila2,689,I,drought,terminaldrought,1,NA,NA,NA,13,58.92341524,330,790
Waahila2,691,I,drought,harvest,1,NA,NA,NA,NA,NA,330,790
Waahila2,693,I,drought,harvest,1,NA,NA,NA,NA,NA,330,790
Waimano,109,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,110,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,120,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,121,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,122,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,123,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,124,B,drought,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,135,B,control,harvest,0,1.5,0.0428,0.0057,NA,NA,270,889
Waimano,136,B,control,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,145,B,control,harvest,1,NA,NA,NA,NA,NA,270,889
Waimano,146,B,control,harvest,1,NA,NA,NA,NA,NA,270,889
