"","Site","Species","Bandno","Date","Sex","Age","Oldpox","Activepox","Malaria","Elev"
"4863","BRY","HAAM","1771-11599","4/26/04","M","A",0,0,1,"low"
"4864","BRY","HAAM","1771-11599","9/24/04","M","A",0,0,1,"low"
"4865","BRY","HAAM","1771-11599","10/23/04","M","A",0,0,1,"low"
"4866","BRY","HAAM","1771-11600","2/25/02","M","A",0,0,1,"low"
"4867","BRY","HAAM","1771-11600","11/5/02","M","A",0,0,1,"low"
"4868","BRY","HAAM","1771-11600","1/28/03","M","A",0,0,1,"low"
"4869","BRY","HAAM","1771-11600","2/25/03","M","A",0,0,1,"low"
"4870","BRY","HAAM","1771-11600","4/21/03","M","A",0,0,1,"low"
"4871","BRY","HAAM","1821-41240","5/19/03","M","A",0,0,1,"low"
"4872","BRY","HAAM","1821-41242","5/20/03","F","A",0,0,1,"low"
"4873","BRY","HAAM","1821-41242","5/20/04","F","A",0,0,1,"low"
"4874","BRY","HAAM","1821-41243","5/20/03","F","A",0,0,1,"low"
"4875","BRY","HAAM","1821-41244","5/20/03","M","A",0,0,1,"low"
"4876","BRY","HAAM","1821-41244","4/25/04","M","A",0,0,2,"low"
"4877","BRY","HAAM","1821-41245","5/20/03","M","A",0,0,1,"low"
"4878","BRY","HAAM","1821-41247","5/20/03","F","A",0,0,2,"low"
"4879","BRY","HAAM","1821-41249","5/20/03","F","A",0,0,1,"low"
"4880","BRY","HAAM","1821-41250","5/20/03","F","H",0,0,0,"low"
"4881","BRY","HAAM","1821-41254","5/20/03","M","A",0,0,1,"low"
"4882","BRY","HAAM","1821-41255","5/20/03","M","A",0,0,1,"low"
"4883","BRY","HAAM","1821-41258","5/21/03","M","A",0,0,1,"low"
"4884","BRY","HAAM","1821-41259","5/21/03","M","A",0,0,1,"low"
"4885","BRY","HAAM","1821-41261","5/21/03","M","A",0,0,1,"low"
"4886","BRY","HAAM","1821-41262","5/21/03","M","A",0,0,1,"low"
"4887","BRY","HAAM","1821-41262","9/10/03","M","A",0,0,1,"low"
"4888","BRY","HAAM","1821-41262","3/5/04","M","A",0,0,1,"low"
"4889","BRY","HAAM","1821-41294","6/26/03","M","A",0,0,1,"low"
"4890","BRY","HAAM","1821-41294","5/21/04","M","A",0,0,1,"low"
"4891","BRY","HAAM","1821-41296","6/26/03","F","A",0,0,1,"low"
"4892","BRY","HAAM","1821-41303","6/26/03","M","A",0,0,2,"low"
"4893","BRY","HAAM","1821-41305","6/26/03","F","A",0,0,1,"low"
"4894","BRY","HAAM","1821-41309","6/27/03","M","A",0,0,1,"low"
"4895","BRY","HAAM","1821-41316","6/28/03","M","H",0,0,1,"low"
"4896","BRY","HAAM","1821-41316","2/4/04","M","A",0,0,1,"low"
"4897","BRY","HAAM","1821-41316","5/22/04","M","A",0,0,1,"low"
"4898","BRY","HAAM","1821-41319","6/28/03","M","A",0,0,2,"low"
"4899","BRY","HAAM","1821-41323","6/28/03","M","A",0,0,1,"low"
"4900","BRY","HAAM","1821-41344","1/15/04","M","A",0,0,1,"low"
"4901","BRY","HAAM","1821-41345","9/9/03","M","A",0,0,2,"low"
"4902","BRY","HAAM","1821-41345","1/13/04","M","A",0,0,1,"low"
"4903","BRY","HAAM","1821-41349","9/10/03","F","A",0,0,2,"low"
"4904","BRY","HAAM","1821-41350","9/11/03","M","A",0,0,1,"low"
"4905","BRY","HAAM","1821-41350","1/13/04","M","A",0,0,2,"low"
"4906","BRY","HAAM","1821-41350","6/9/04","M","A",0,0,1,"low"
"4907","BRY","HAAM","1821-41352","9/11/03","M","A",0,1,1,"low"
"4908","BRY","HAAM","1821-41383","11/19/03","F","A",0,0,1,"low"
"4909","BRY","HAAM","1821-41384","11/20/03","M","A",0,0,1,"low"
"4910","BRY","HAAM","1821-41386","11/20/03","M","A",0,0,1,"low"
"4911","BRY","HAAM","1821-41387","11/20/03","M","A",0,0,1,"low"
"4912","BRY","HAAM","1821-41770","3/3/04","F","A",0,0,1,"low"
"4913","BRY","HAAM","1821-41771","3/3/04","M","A",0,0,1,"low"
"4914","BRY","HAAM","1821-41772","3/3/04","M","A",0,0,0,"low"
"4915","BRY","HAAM","1821-41773","3/3/04","M","A",0,0,1,"low"
"4916","BRY","HAAM","1821-41775","3/3/04","M","A",0,0,1,"low"
"4917","BRY","HAAM","1821-41777","3/3/04","M","A",0,0,1,"low"
"4918","BRY","HAAM","1821-41777","10/21/04","M","A",0,0,1,"low"
"4919","BRY","HAAM","1821-41777","11/19/04","M","A",0,0,2,"low"
"4920","BRY","HAAM","1821-41778","3/3/04","M","A",0,0,2,"low"
"4921","BRY","HAAM","1821-41779","3/3/04","M","A",0,0,1,"low"
"4922","BRY","HAAM","1821-41781","3/5/04","M","A",0,0,1,"low"
"4923","BRY","HAAM","1821-41782","3/5/04","M","A",0,0,1,"low"
"4924","BRY","HAAM","1821-41783","3/5/04","F","A",0,0,1,"low"
"4925","BRY","HAAM","1821-41784","3/5/04","M","A",0,0,2,"low"
"4926","BRY","HAAM","1821-41787","3/5/04","M","A",0,0,0,"low"
"4927","BRY","HAAM","1821-42001","4/21/03","M","A",0,0,0,"low"
"4928","BRY","HAAM","1821-42001","6/26/03","M","A",0,0,1,"low"
"4929","BRY","HAAM","1821-42001","8/20/03","M","A",0,0,1,"low"
"4930","BRY","HAAM","1821-42002","4/21/03","M","A",0,0,1,"low"
"4931","BRY","HAAM","1821-42002","6/26/03","M","A",0,0,0,"low"
"4932","BRY","HAAM","1821-42004","4/21/03","F","A",0,0,1,"low"
"4933","BRY","HAAM","1821-42005","4/21/03","M","A",0,0,1,"low"
"4934","BRY","HAAM","1821-42006","4/21/03","M","A",0,0,1,"low"
"4935","BRY","HAAM","1821-42006","4/23/03","M","A",0,0,2,"low"
"4936","BRY","HAAM","1821-42006","6/26/03","M","A",0,0,2,"low"
"4937","BRY","HAAM","1821-42007","4/21/03","M","A",0,0,1,"low"
"4938","BRY","HAAM","1821-42008","4/21/03","M","A",0,0,1,"low"
"4939","BRY","HAAM","1821-42009","4/21/03","M","A",0,0,1,"low"
"4940","BRY","HAAM","1821-42009","6/26/03","M","A",0,0,2,"low"
"4941","BRY","HAAM","1821-42010","4/21/03","M","A",0,0,1,"low"
"4942","BRY","HAAM","1821-42011","4/22/03","F","A",0,0,1,"low"
"4943","BRY","HAAM","1821-42012","4/23/03","M","A",0,0,1,"low"
"4944","BRY","HAAM","1821-42013","4/23/03","M","A",0,0,1,"low"
"4945","BRY","HAAM","1821-42014","4/23/03","M","A",0,0,1,"low"
"4946","BRY","HAAM","1821-42014","3/5/04","M","A",0,0,1,"low"
"4947","BRY","HAAM","1821-42015","4/23/03","M","A",0,0,1,"low"
"4948","BRY","HAAM","1821-42016","4/23/03","M","A",0,0,1,"low"
"4949","BRY","HAAM","1821-42017","4/23/03","M","A",0,0,1,"low"
"4950","BRY","HAAM","1821-42018","4/23/03","M","A",0,0,1,"low"
"4951","BRY","HAAM","1821-42019","4/23/03","M","A",0,0,1,"low"
"4952","BRY","HAAM","1821-42020","4/23/03","M","A",0,0,1,"low"
"4953","BRY","HAAM","1821-42093","7/29/03","M","A",0,0,1,"low"
"4954","BRY","HAAM","1821-42100","7/30/03","M","A",0,0,1,"low"
"4955","BRY","HAAM","1821-42102","7/31/03","F","A",0,0,1,"low"
"4956","BRY","HAAM","1821-42102","5/20/04","F","A",0,0,0,"low"
"4957","BRY","HAAM","1821-42108","7/31/03","M","A",0,0,1,"low"
"4958","BRY","HAAM","1821-42108","1/13/04","M","A",0,0,2,"low"
"4959","BRY","HAAM","1821-42122","8/20/03","M","H",0,0,1,"low"
"4960","BRY","HAAM","1821-42122","5/21/04","M","A",0,0,1,"low"
"4961","BRY","HAAM","1821-42126","8/21/03","F","H",0,0,1,"low"
"4962","BRY","HAAM","1821-42126","3/3/04","F","A",0,0,1,"low"
"4963","BRY","HAAM","1821-42177","12/16/03","M","A",0,0,1,"low"
"4964","BRY","HAAM","1821-42178","1/13/04","M","A",0,0,2,"low"
"4965","BRY","HAAM","1821-42179","1/13/04","M","A",0,0,2,"low"
"4966","BRY","HAAM","1821-42180","1/13/04","M","A",0,0,1,"low"
"4967","BRY","HAAM","1821-42180","4/25/04","M","A",0,0,1,"low"
"4968","BRY","HAAM","1821-42181","1/13/04","M","A",0,1,1,"low"
"4969","BRY","HAAM","1821-42181","4/26/04","M","A",0,0,1,"low"
"4970","BRY","HAAM","1821-42181","5/21/04","M","A",0,0,1,"low"
"4971","BRY","HAAM","1821-42181","11/20/04","M","A",0,1,1,"low"
"4972","BRY","HAAM","1821-42182","1/13/04","M","A",0,0,1,"low"
"4973","BRY","HAAM","1821-42182","4/26/04","M","A",0,0,1,"low"
"4974","BRY","HAAM","1821-42182","11/20/04","M","A",0,0,0,"low"
"4975","BRY","HAAM","1821-42183","1/13/04","M","A",0,0,1,"low"
"4976","BRY","HAAM","1821-42184","1/13/04","M","A",0,1,1,"low"
"4977","BRY","HAAM","1821-42184","2/4/04","M","A",0,1,1,"low"
"4978","BRY","HAAM","1821-42184","8/15/04","M","A",0,0,1,"low"
"4979","BRY","HAAM","1821-42184","11/20/04","M","A",0,0,1,"low"
"4980","BRY","HAAM","1821-42185","1/13/04","M","A",0,0,2,"low"
"4981","BRY","HAAM","1821-42185","9/24/04","M","A",0,0,1,"low"
"4982","BRY","HAAM","1821-42186","1/13/04","M","A",0,0,1,"low"
"4983","BRY","HAAM","1821-42188","1/13/04","M","A",0,0,1,"low"
"4984","BRY","HAAM","1821-42189","1/14/04","M","A",0,0,1,"low"
"4985","BRY","HAAM","1821-42190","1/14/04","M","A",0,0,1,"low"
"4986","BRY","HAAM","1821-42192","1/15/04","M","A",0,0,1,"low"
"4987","BRY","HAAM","1821-42193","1/15/04","M","A",0,0,1,"low"
"4988","BRY","HAAM","1821-42194","1/15/04","F","A",0,0,1,"low"
"4989","BRY","HAAM","1821-42195","1/15/04","M","A",0,0,1,"low"
"4990","BRY","HAAM","1821-42197","1/15/04","M","A",0,0,1,"low"
"4991","BRY","HAAM","1821-42197","3/3/04","M","A",0,0,1,"low"
"4992","BRY","HAAM","1821-42197","4/25/04","M","A",0,0,1,"low"
"4993","BRY","HAAM","1821-42582","10/16/03","M","A",0,0,2,"low"
"4994","BRY","HAAM","1821-42584","10/16/03","F","A",0,0,1,"low"
"4995","BRY","HAAM","1821-42586","10/17/03","M","A",0,0,1,"low"
"4996","BRY","HAAM","1821-42586","7/22/04","M","A",0,0,1,"low"
"4997","BRY","HAAM","1821-42587","10/17/03","M","A",0,0,2,"low"
"4998","BRY","HAAM","1821-42589","10/17/03","M","A",0,0,0,"low"
"4999","BRY","HAAM","1821-42659","3/25/03","M","A",0,0,1,"low"
"5000","BRY","HAAM","1821-42661","3/25/03","M","A",0,0,2,"low"
"5001","BRY","HAAM","1821-42661","10/17/03","M","A",0,0,0,"low"
"5002","BRY","HAAM","1821-42662","3/25/03","M","A",0,0,1,"low"
"5003","BRY","HAAM","1821-42664","3/25/03","M","A",0,0,2,"low"
"5004","BRY","HAAM","1821-42665","3/25/03","M","A",0,0,0,"low"
"5005","BRY","HAAM","1821-42665","2/4/04","M","A",0,0,2,"low"
"5006","BRY","HAAM","1821-42666","3/25/03","M","A",0,0,1,"low"
"5007","BRY","HAAM","1821-42667","3/25/03","F","A",0,0,1,"low"
"5008","BRY","HAAM","1821-42668","3/25/03","F","A",0,0,0,"low"
"5009","BRY","HAAM","1821-42669","3/25/03","F","A",0,0,1,"low"
"5010","BRY","HAAM","1821-42669","6/8/04","F","A",0,0,1,"low"
"5011","BRY","HAAM","1821-42671","3/25/03","M","A",0,0,1,"low"
"5012","BRY","HAAM","1821-42671","5/21/03","M","A",0,0,1,"low"
"5013","BRY","HAAM","1821-42672","3/26/03","F","A",0,0,1,"low"
"5014","BRY","HAAM","1821-42673","3/26/03","M","A",0,0,1,"low"
"5015","BRY","HAAM","1821-42674","3/26/03","M","A",0,0,0,"low"
"5016","BRY","HAAM","1821-42674","12/14/03","M","A",0,0,1,"low"
"5017","BRY","HAAM","1821-42675","3/26/03","M","A",0,0,0,"low"
"5018","BRY","HAAM","1821-42675","5/20/04","M","A",0,0,1,"low"
"5019","BRY","HAAM","1821-42676","3/26/03","M","A",0,0,1,"low"
"5020","BRY","HAAM","1821-42676","5/20/03","M","A",0,0,1,"low"
"5021","BRY","HAAM","1821-42677","3/26/03","M","A",0,0,1,"low"
"5022","BRY","HAAM","1821-42678","3/26/03","M","A",0,0,1,"low"
"5023","BRY","HAAM","1821-42679","3/26/03","F","A",0,0,1,"low"
"5024","BRY","HAAM","1821-42680","3/27/03","M","A",0,0,1,"low"
"5025","BRY","HAAM","1821-42680","7/30/03","M","A",0,0,1,"low"
"5026","BRY","HAAM","1821-42680","7/20/04","M","A",0,0,1,"low"
"5027","BRY","HAAM","1821-42681","3/27/03","F","A",0,0,1,"low"
"5028","BRY","HAAM","1821-42682","3/27/03","M","A",0,0,1,"low"
"5029","BRY","HAAM","1821-42684","3/27/03","M","A",0,0,1,"low"
"5030","BRY","HAAM","1821-42750","2/24/03","M","A",0,0,1,"low"
"5031","BRY","HAAM","1821-42750","4/23/03","M","A",0,0,1,"low"
"5032","BRY","HAAM","1821-42751","2/24/03","M","A",0,0,1,"low"
"5033","BRY","HAAM","1821-42751","5/21/03","M","A",0,0,1,"low"
"5034","BRY","HAAM","1821-42751","9/25/04","M","A",0,0,1,"low"
"5035","BRY","HAAM","1821-42752","2/24/03","M","A",0,0,1,"low"
"5036","BRY","HAAM","1821-42752","6/26/03","M","A",0,0,2,"low"
"5037","BRY","HAAM","1821-42753","2/24/03","M","A",0,0,1,"low"
"5038","BRY","HAAM","1821-42753","5/21/03","M","A",0,0,1,"low"
"5039","BRY","HAAM","1821-42754","2/24/03","M","A",0,0,0,"low"
"5040","BRY","HAAM","1821-42756","2/24/03","M","A",0,0,1,"low"
"5041","BRY","HAAM","1821-42757","2/24/03","M","A",0,0,1,"low"
"5042","BRY","HAAM","1821-42760","2/25/03","M","A",0,0,1,"low"
"5043","BRY","HAAM","1821-42761","2/25/03","M","A",0,0,1,"low"
"5044","BRY","HAAM","1821-42761","5/21/04","M","A",0,1,0,"low"
"5045","BRY","HAAM","1821-42761","10/21/04","M","A",0,0,0,"low"
"5046","BRY","HAAM","1821-42762","2/25/03","M","A",0,0,0,"low"
"5047","BRY","HAAM","1821-42762","3/25/03","M","A",0,0,1,"low"
"5048","BRY","HAAM","1821-42763","2/25/03","F","A",0,0,1,"low"
"5049","BRY","HAAM","1821-42765","2/25/03","F","A",0,0,1,"low"
"5050","BRY","HAAM","1821-42765","5/19/03","F","A",0,0,2,"low"
"5051","BRY","HAAM","1821-42766","2/25/03","M","A",0,0,1,"low"
"5052","BRY","HAAM","1821-42769","2/25/03","M","A",0,0,1,"low"
"5053","BRY","HAAM","1821-42769","12/14/03","M","A",0,0,1,"low"
"5054","BRY","HAAM","1821-42770","2/25/03","M","A",0,0,1,"low"
"5055","BRY","HAAM","1821-42770","7/31/03","M","A",0,0,1,"low"
"5056","BRY","HAAM","1821-42771","2/26/03","M","A",0,0,1,"low"
"5057","BRY","HAAM","1821-42772","2/26/03","M","A",1,0,1,"low"
"5058","BRY","HAAM","1821-42773","2/27/03","F","A",0,0,1,"low"
"5059","BRY","HAAM","1821-42774","2/27/03","M","A",0,0,2,"low"
"5060","BRY","HAAM","1821-42775","2/27/03","M","A",0,0,1,"low"
"5061","BRY","HAAM","1821-42775","6/9/04","M","A",0,0,1,"low"
"5062","BRY","HAAM","1821-42776","2/27/03","M","A",0,1,1,"low"
"5063","BRY","HAAM","1821-42776","9/11/03","M","A",0,0,1,"low"
"5064","BRY","HAAM","1821-42777","2/27/03","M","A",0,0,1,"low"
"5065","BRY","HAAM","1821-42777","5/19/03","M","A",0,0,1,"low"
"5066","BRY","HAAM","1821-42778","2/27/03","F","A",0,0,1,"low"
"5067","BRY","HAAM","1821-42779","2/27/03","M","A",0,0,1,"low"
"5068","BRY","HAAM","1821-42780","2/27/03","M","A",0,0,1,"low"
"5069","BRY","HAAM","1821-42780","4/23/03","M","A",0,0,1,"low"
"5070","BRY","HAAM","1821-42781","2/27/03","F","A",0,0,2,"low"
"5071","BRY","HAAM","1821-42783","2/27/03","M","A",0,0,1,"low"
"5072","BRY","HAAM","1821-42784","2/27/03","F","A",0,0,1,"low"
"5073","BRY","HAAM","1821-42784","9/10/03","F","A",0,0,2,"low"
"5074","BRY","HAAM","1821-42784","11/20/03","F","A",0,0,1,"low"
"5075","BRY","HAAM","1851-85418","2/4/04","M","A",0,0,1,"low"
"5076","BRY","HAAM","1851-85419","2/4/04","M","A",0,0,1,"low"
"5077","BRY","HAAM","1851-85419","5/22/04","M","A",0,0,1,"low"
"5078","BRY","HAAM","1851-85419","9/24/04","M","A",0,0,1,"low"
"5079","BRY","HAAM","1851-85421","2/4/04","M","A",0,0,1,"low"
"5080","BRY","HAAM","1851-85421","5/21/04","M","A",0,0,1,"low"
"5081","BRY","HAAM","1851-85422","2/4/04","M","A",0,0,1,"low"
"5082","BRY","HAAM","1851-85422","9/23/04","M","A",0,0,1,"low"
"5083","BRY","HAAM","1851-85423","2/4/04","M","A",0,0,1,"low"
"5084","BRY","HAAM","1851-85427","2/4/04","M","A",0,0,2,"low"
"5085","BRY","HAAM","1851-85456","5/20/04","M","A",0,0,1,"low"
"5086","BRY","HAAM","1851-85457","5/20/04","M","A",0,0,1,"low"
"5087","BRY","HAAM","1851-85458","5/20/04","F","A",0,0,1,"low"
"5088","BRY","HAAM","1851-85460","5/20/04","M","A",0,0,1,"low"
"5089","BRY","HAAM","1851-85461","5/20/04","M","A",0,0,1,"low"
"5090","BRY","HAAM","1851-85462","5/20/04","M","A",0,0,1,"low"
"5091","BRY","HAAM","1851-85463","5/21/04","M","A",0,0,1,"low"
"5092","BRY","HAAM","1851-85464","5/21/04","M","A",0,0,1,"low"
"5093","BRY","HAAM","1851-85465","5/22/04","M","A",0,0,1,"low"
"5094","BRY","HAAM","1851-85466","5/22/04","F","A",0,0,0,"low"
"5095","BRY","HAAM","1851-86080","6/8/04","M","A",0,0,1,"low"
"5096","BRY","HAAM","1851-86083","6/9/04","F","A",0,0,1,"low"
"5097","BRY","HAAM","1851-86091","7/20/04","F","A",0,0,1,"low"
"5098","BRY","HAAM","1851-86094","7/22/04","M","A",0,0,1,"low"
"5099","BRY","HAAM","1851-86365","4/24/04","M","A",0,0,0,"low"
"5100","BRY","HAAM","1851-86366","4/24/04","M","A",0,0,1,"low"
"5101","BRY","HAAM","1851-86367","4/24/04","M","A",0,0,1,"low"
"5102","BRY","HAAM","1851-86368","4/24/04","F","A",0,0,1,"low"
"5103","BRY","HAAM","1851-86369","4/24/04","M","A",0,0,2,"low"
"5104","BRY","HAAM","1851-86369","5/22/04","M","A",0,0,1,"low"
"5105","BRY","HAAM","1851-86370","4/24/04","M","A",0,0,1,"low"
"5106","BRY","HAAM","1851-86371","4/24/04","M","A",0,0,2,"low"
"5107","BRY","HAAM","1851-86372","4/25/04","M","A",0,0,0,"low"
"5108","BRY","HAAM","1851-86373","4/26/04","M","A",0,0,1,"low"
"5109","BRY","HAAM","1851-86374","4/26/04","M","A",0,0,1,"low"
"5110","BRY","HAAM","1851-86375","4/26/04","M","A",0,0,2,"low"
"5111","BRY","HAAM","1851-86376","4/26/04","M","A",0,0,2,"low"
"5112","BRY","HAAM","1881-37365","9/25/04","M","A",0,0,2,"low"
"5113","BRY","HAAM","1881-37368","9/25/04","M","A",0,0,1,"low"
"5114","BRY","HAAM","1881-37388","10/21/04","M","A",0,0,1,"low"
"5115","BRY","HAAM","1881-37390","10/23/04","M","A",0,0,1,"low"
"5116","BRY","HAAM","1881-37392","10/23/04","F","A",0,0,1,"low"
"5117","BRY","HAAM","1881-77834","8/13/04","F","A",0,0,0,"low"
"5118","BRY","HAAM","1881-77835","8/14/04","M","A",0,0,1,"low"
"5119","BRY","HAAM","1881-77838","8/14/04","F","A",0,0,1,"low"
"5120","BRY","HAAM","1881-77890","11/19/04","M","A",0,1,1,"low"
"5121","BRY","HAAM","1881-77891","11/19/04","M","A",0,0,1,"low"
"5122","BRY","HAAM","1881-77896","11/20/04","M","A",0,0,1,"low"
"5123","BRY","HAAM","1881-78004","12/9/04","M","A",0,0,0,"low"
"5124","BRY","HAAM","1881-78005","12/9/04","M","A",0,0,1,"low"
"5125","BRY","HAAM","2161-73534","6/18/02","M","A",0,0,1,"low"
"5126","BRY","HAAM","2161-73535","6/18/02","M","A",0,0,1,"low"
"5127","BRY","HAAM","2161-73535","9/10/02","M","A",0,0,1,"low"
"5128","BRY","HAAM","2161-73537","6/19/02","M","A",0,0,1,"low"
"5129","BRY","HAAM","2161-73537","3/25/03","M","A",0,0,1,"low"
"5130","BRY","HAAM","2161-73537","3/3/04","M","A",0,0,1,"low"
"5131","BRY","HAAM","2161-73538","6/19/02","M","A",0,0,1,"low"
"5132","BRY","HAAM","2161-73538","2/24/03","M","A",0,0,1,"low"
"5133","BRY","HAAM","2161-73538","5/19/03","M","A",0,0,1,"low"
"5134","BRY","HAAM","2161-73538","6/28/03","M","A",0,0,2,"low"
"5135","BRY","HAAM","2161-73538","3/3/04","M","A",0,0,2,"low"
"5136","BRY","HAAM","2161-73538","4/24/04","M","A",0,0,1,"low"
"5137","BRY","HAAM","2161-73539","6/19/02","M","A",0,0,1,"low"
"5138","BRY","HAAM","2161-73539","1/29/03","M","A",0,0,1,"low"
"5139","BRY","HAAM","2161-73540","6/19/02","M","A",0,0,1,"low"
"5140","BRY","HAAM","2161-73540","12/16/03","M","A",0,0,2,"low"
"5141","BRY","HAAM","2161-73566","7/15/02","M","A",0,0,1,"low"
"5142","BRY","HAAM","2161-73567","7/15/02","M","A",0,0,1,"low"
"5143","BRY","HAAM","2161-73568","7/15/02","M","A",0,0,0,"low"
"5144","BRY","HAAM","2161-73569","6/27/03","M","A",0,0,1,"low"
"5145","BRY","HAAM","2161-73569","8/21/03","M","A",0,0,1,"low"
"5146","BRY","HAAM","2161-73569","12/16/03","M","A",0,0,1,"low"
"5147","BRY","HAAM","2161-73569","1/15/04","M","A",0,0,1,"low"
"5148","BRY","HAAM","2161-73569","9/25/04","M","A",0,0,0,"low"
"5149","BRY","HAAM","2161-73571","7/15/02","F","A",0,0,1,"low"
"5150","BRY","HAAM","2161-73571","3/27/03","F","A",0,0,1,"low"
"5151","BRY","HAAM","2161-73571","4/26/04","F","A",0,0,1,"low"
"5152","BRY","HAAM","2161-73573","7/15/02","F","H",0,0,1,"low"
"5153","BRY","HAAM","2161-73573","3/25/03","F","A",0,0,1,"low"
"5154","BRY","HAAM","2161-73578","7/16/02","M","A",0,0,0,"low"
"5155","BRY","HAAM","2161-73579","7/16/02","F","A",0,0,1,"low"
"5156","BRY","HAAM","2161-73579","2/4/04","F","A",0,0,1,"low"
"5157","BRY","HAAM","2161-73582","7/16/02","M","A",0,0,1,"low"
"5158","BRY","HAAM","2161-73582","6/9/04","M","A",0,0,1,"low"
"5159","BRY","HAAM","2181-41930","8/8/02","M","A",0,0,1,"low"
"5160","BRY","HAAM","2181-41931","8/8/02","M","A",0,0,0,"low"
"5161","BRY","HAAM","2181-41931","10/9/02","M","A",0,0,1,"low"
"5162","BRY","HAAM","2181-41931","3/25/03","M","A",0,0,2,"low"
"5163","BRY","HAAM","2181-41932","8/8/02","M","A",0,0,1,"low"
"5164","BRY","HAAM","2181-41932","10/17/03","M","A",0,0,1,"low"
"5165","BRY","HAAM","2181-41975","9/10/02","M","A",0,0,1,"low"
"5166","BRY","HAAM","2181-41975","11/7/02","M","A",0,0,1,"low"
"5167","BRY","HAAM","2181-41975","3/25/03","M","A",0,0,1,"low"
"5168","BRY","HAAM","2181-41977","9/10/02","F","A",0,0,2,"low"
"5169","BRY","HAAM","2181-41977","3/26/03","F","A",0,0,1,"low"
"5170","BRY","HAAM","2181-41977","9/24/04","F","A",0,0,1,"low"
"5171","BRY","HAAM","2181-41978","9/10/02","M","A",0,0,1,"low"
"5172","BRY","HAAM","2181-41978","11/5/02","M","A",0,0,1,"low"
"5173","BRY","HAAM","2181-41978","1/28/03","M","A",0,0,1,"low"
"5174","BRY","HAAM","2181-41978","5/19/03","M","A",0,0,2,"low"
"5175","BRY","HAAM","2181-41979","9/11/02","M","A",0,0,1,"low"
"5176","BRY","HAAM","2181-41979","12/3/02","M","A",0,0,1,"low"
"5177","BRY","HAAM","2181-41979","6/10/04","M","A",0,0,1,"low"
"5178","BRY","HAAM","2181-41980","9/11/02","M","A",0,0,1,"low"
"5179","BRY","HAAM","2181-41980","1/13/04","M","A",0,0,1,"low"
"5180","BRY","HAAM","2181-41981","9/11/02","M","A",0,0,1,"low"
"5181","BRY","HAAM","2181-41981","11/6/02","M","A",0,0,1,"low"
"5182","BRY","HAAM","2181-41982","9/11/02","M","A",0,0,1,"low"
"5183","BRY","HAAM","2181-41982","8/20/03","M","A",0,0,1,"low"
"5184","BRY","HAAM","2181-41984","9/11/02","M","A",0,0,1,"low"
"5185","BRY","HAAM","2181-41985","9/11/02","M","A",0,0,1,"low"
"5186","BRY","HAAM","2181-41986","9/11/02","F","A",0,0,1,"low"
"5187","BRY","HAAM","2181-41988","9/12/02","M","A",0,0,1,"low"
"5188","BRY","HAAM","2181-41989","9/13/02","F","A",0,0,0,"low"
"5189","BRY","HAAM","2191-24474","10/8/02","M","A",0,0,1,"low"
"5190","BRY","HAAM","2191-24476","10/8/02","M","A",0,0,1,"low"
"5191","BRY","HAAM","2191-24476","3/26/03","M","A",0,0,1,"low"
"5192","BRY","HAAM","2191-24476","5/20/03","M","A",0,0,1,"low"
"5193","BRY","HAAM","2191-24476","11/20/03","M","A",0,0,1,"low"
"5194","BRY","HAAM","2191-24476","3/3/04","M","A",0,0,1,"low"
"5195","BRY","HAAM","2191-24478","10/8/02","M","A",0,0,1,"low"
"5196","BRY","HAAM","2191-24480","10/8/02","M","A",0,0,1,"low"
"5197","BRY","HAAM","2191-24481","10/9/02","M","A",0,0,1,"low"
"5198","BRY","HAAM","2191-24482","10/9/02","M","A",0,0,1,"low"
"5199","BRY","HAAM","2191-24482","12/3/02","M","A",0,0,1,"low"
"5200","BRY","HAAM","2191-24482","2/24/03","M","A",0,0,2,"low"
"5201","BRY","HAAM","2191-24484","10/9/02","F","A",0,0,1,"low"
"5202","BRY","HAAM","2191-24485","10/9/02","M","A",0,0,1,"low"
"5203","BRY","HAAM","2191-24486","10/9/02","F","H",0,0,1,"low"
"5204","BRY","HAAM","2191-24486","1/30/03","F","A",0,0,1,"low"
"5205","BRY","HAAM","2191-24486","2/25/03","F","A",0,0,1,"low"
"5206","BRY","HAAM","2191-24487","10/9/02","M","A",0,0,1,"low"
"5207","BRY","HAAM","2191-24487","11/7/02","M","A",0,0,1,"low"
"5208","BRY","HAAM","2191-24489","10/9/02","F","A",0,0,1,"low"
"5209","BRY","HAAM","2191-24489","11/6/02","F","A",0,0,0,"low"
"5210","BRY","HAAM","2191-24489","2/27/03","F","A",0,0,1,"low"
"5211","BRY","HAAM","2191-24490","10/9/02","F","A",1,0,1,"low"
"5212","BRY","HAAM","2191-24491","10/9/02","M","H",0,0,0,"low"
"5213","BRY","HAAM","2191-24491","5/20/03","M","A",0,0,1,"low"
"5214","BRY","HAAM","2191-24493","10/9/02","M","A",0,0,1,"low"
"5215","BRY","HAAM","2191-24494","10/9/02","M","A",0,0,1,"low"
"5216","BRY","HAAM","2191-24495","10/9/02","F","A",0,0,1,"low"
"5217","BRY","HAAM","2191-24496","10/10/02","M","A",0,0,1,"low"
"5218","BRY","HAAM","2191-24497","10/10/02","M","A",0,0,1,"low"
"5219","BRY","HAAM","2191-24499","10/10/02","M","A",0,0,0,"low"
