"","Site","Species","Bandno","Date","Sex","Age","Oldpox","Activepox","Malaria","Elev"
"1674","AIN","HAAM","185185971","9/24/03","U","H",0,0,0,"mid"
"1675","AIN","HAAM","185185972","9/24/03","U","H",0,0,0,"mid"
"1676","AIN","HAAM","185185973","9/24/03","U","H",0,0,0,"mid"
"1677","AIN","HAAM","185185974","9/24/03","U","H",0,1,0,"mid"
"1678","AIN","HAAM","185185975","9/24/03","M","A",0,0,1,"mid"
"1679","AIN","HAAM","185185976","9/24/03","U","H",0,0,0,"mid"
"1680","AIN","HAAM","185185977","9/24/03","F","A",0,0,0,"mid"
"1681","AIN","HAAM","185185977","2/3/04","F","A",0,0,0,"mid"
"1682","AIN","HAAM","185185978","9/24/03","M","A",0,0,0,"mid"
"1683","AIN","HAAM","185185979","9/24/03","M","A",0,0,0,"mid"
"1684","AIN","HAAM","185185980","9/24/03","M","A",0,0,1,"mid"
"1685","AIN","HAAM","185185981","9/25/03","U","H",0,0,0,"mid"
"1686","AIN","HAAM","185185981","2/6/04","U","A",0,0,0,"mid"
"1687","AIN","HAAM","185185982","9/25/03","M","A",0,0,0,"mid"
"1688","AIN","HAAM","185185983","9/25/03","U","H",0,0,0,"mid"
"1689","AIN","HAAM","185185984","9/25/03","U","H",0,0,0,"mid"
"1690","AIN","HAAM","185185985","9/25/03","M","A",0,0,0,"mid"
"1691","AIN","HAAM","185185985","1/22/04","M","A",0,0,2,"mid"
"1692","AIN","HAAM","185185986","9/25/03","M","A",0,0,0,"mid"
"1693","AIN","HAAM","185185987","9/25/03","M","H",0,0,0,"mid"
"1694","AIN","HAAM","185185988","9/25/03","U","U",0,0,1,"mid"
"1695","AIN","HAAM","185185989","9/25/03","F","A",0,0,0,"mid"
"1696","AIN","HAAM","185185990","9/25/03","M","A",0,0,1,"mid"
"1697","AIN","HAAM","185185991","9/25/03","M","H",0,0,0,"mid"
"1698","AIN","HAAM","185185992","9/25/03","U","H",0,0,0,"mid"
"1699","AIN","HAAM","185185993","9/25/03","U","H",0,0,0,"mid"
"1700","AIN","HAAM","185185994","9/25/03","U","H",0,0,0,"mid"
"1701","AIN","HAAM","185185995","9/25/03","U","A",0,0,0,"mid"
"1702","AIN","HAAM","185185996","9/25/03","U","A",0,0,0,"mid"
"1703","AIN","HAAM","185185997","9/26/03","M","A",0,0,0,"mid"
"1704","AIN","HAAM","185185998","9/26/03","U","H",0,0,0,"mid"
"1705","AIN","HAAM","185185999","9/26/03","M","H",0,0,0,"mid"
"1706","AIN","HAAM","185186000","9/26/03","U","H",0,0,0,"mid"
"1707","AIN","HAAM","185186101","10/23/03","U","H",0,0,0,"mid"
"1708","AIN","HAAM","185186102","10/23/03","U","H",0,0,0,"mid"
"1709","AIN","HAAM","185186103","10/23/03","U","H",0,0,0,"mid"
"1710","AIN","HAAM","185186104","10/23/03","U","U",0,0,0,"mid"
"1711","AIN","HAAM","185186105","10/23/03","M","H",0,0,0,"mid"
"1712","AIN","HAAM","185186106","10/23/03","F","A",0,0,0,"mid"
"1713","AIN","HAAM","185186107","10/23/03","M","H",0,0,0,"mid"
"1714","AIN","HAAM","185186107","12/9/03","M","H",0,0,0,"mid"
"1715","AIN","HAAM","185186108","10/23/03","U","H",0,0,0,"mid"
"1716","AIN","HAAM","185186109","10/23/03","M","H",0,0,0,"mid"
"1717","AIN","HAAM","185186110","10/23/03","M","H",0,0,0,"mid"
"1718","AIN","HAAM","185186110","11/24/03","M","H",0,0,0,"mid"
"1719","AIN","HAAM","185186111","10/23/03","M","H",0,0,0,"mid"
"1720","AIN","HAAM","185186112","10/23/03","U","H",0,0,0,"mid"
"1721","AIN","HAAM","185186113","10/23/03","M","H",0,0,0,"mid"
"1722","AIN","HAAM","185186114","10/23/03","U","H",0,0,0,"mid"
"1723","AIN","HAAM","185186115","10/23/03","U","H",0,0,0,"mid"
"1724","AIN","HAAM","185186116","10/23/03","U","H",0,0,0,"mid"
"1725","AIN","HAAM","185186117","10/24/03","M","A",0,0,0,"mid"
"1726","AIN","HAAM","185186118","10/24/03","M","A",0,0,0,"mid"
"1727","AIN","HAAM","185186119","10/24/03","M","A",0,0,1,"mid"
"1728","AIN","HAAM","185186119","3/4/04","M","A",0,0,1,"mid"
"1729","AIN","HAAM","185186122","10/24/03","M","A",0,0,0,"mid"
"1730","AIN","HAAM","185186122","12/11/03","M","A",0,0,0,"mid"
"1731","AIN","HAAM","185186123","10/24/03","F","A",0,0,1,"mid"
"1732","AIN","HAAM","185186124","10/24/03","U","H",0,0,0,"mid"
"1733","AIN","HAAM","185186125","10/24/03","M","A",0,0,0,"mid"
"1734","AIN","HAAM","185186126","10/24/03","F","A",0,0,0,"mid"
"1735","AIN","HAAM","185186127","10/24/03","U","H",0,0,0,"mid"
"1736","AIN","HAAM","185186128","10/24/03","M","A",0,0,0,"mid"
"1737","AIN","HAAM","185186129","10/24/03","M","H",0,0,0,"mid"
"1738","AIN","HAAM","185186131","10/24/03","M","H",0,0,0,"mid"
"1739","AIN","HAAM","185186132","10/24/03","F","A",0,0,0,"mid"
"1740","AIN","HAAM","185186133","10/28/03","U","H",0,0,0,"mid"
"1741","AIN","HAAM","185186134","10/28/03","U","H",0,0,0,"mid"
"1742","AIN","HAAM","185186135","10/28/03","M","A",0,0,0,"mid"
"1743","AIN","HAAM","185186136","10/29/03","M","H",0,0,0,"mid"
"1744","AIN","HAAM","185186137","10/29/03","F","A",0,0,1,"mid"
"1745","AIN","HAAM","185186138","10/29/03","M","A",0,0,1,"mid"
"1746","AIN","HAAM","185186139","10/29/03","M","H",0,0,0,"mid"
"1747","AIN","HAAM","185186139","12/8/03","M","H",0,0,0,"mid"
"1748","AIN","HAAM","185186139","2/18/04","M","A",0,0,0,"mid"
"1749","AIN","HAAM","185186139","5/11/04","M","A",0,0,0,"mid"
"1750","AIN","HAAM","185186139","6/9/04","M","A",0,0,2,"mid"
"1751","AIN","HAAM","185186140","10/29/03","U","H",0,0,0,"mid"
"1752","AIN","HAAM","185186141","10/29/03","M","H",0,0,0,"mid"
"1753","AIN","HAAM","185186142","10/29/03","M","A",0,0,0,"mid"
"1754","AIN","HAAM","185186143","10/29/03","M","A",1,0,0,"mid"
"1755","AIN","HAAM","185186144","10/29/03","M","H",0,0,0,"mid"
"1756","AIN","HAAM","185186144","7/7/04","M","A",0,1,2,"mid"
"1757","AIN","HAAM","185186145","10/29/03","U","H",0,0,0,"mid"
"1758","AIN","HAAM","185186146","10/29/03","U","H",0,0,0,"mid"
"1759","AIN","HAAM","185186147","10/29/03","M","A",0,0,0,"mid"
"1760","AIN","HAAM","185186148","10/29/03","F","A",0,0,1,"mid"
"1761","AIN","HAAM","185186149","10/29/03","U","H",0,0,0,"mid"
"1762","AIN","HAAM","185186150","10/29/03","U","H",0,0,0,"mid"
"1763","AIN","HAAM","185186151","10/29/03","F","A",0,0,0,"mid"
"1764","AIN","HAAM","185186152","10/29/03","M","H",0,0,0,"mid"
"1765","AIN","HAAM","185186153","10/30/03","U","H",0,0,0,"mid"
"1766","AIN","HAAM","185186154","10/30/03","U","H",0,0,0,"mid"
"1767","AIN","HAAM","185186155","10/30/03","M","A",0,0,0,"mid"
"1768","AIN","HAAM","185186156","10/30/03","F","A",0,0,0,"mid"
"1769","AIN","HAAM","185186157","10/30/03","M","A",0,0,0,"mid"
"1770","AIN","HAAM","185186158","10/30/03","M","H",0,0,0,"mid"
"1771","AIN","HAAM","185186159","10/30/03","M","A",0,0,0,"mid"
"1772","AIN","HAAM","185186160","10/30/03","U","H",0,0,0,"mid"
"1773","AIN","HAAM","185186161","10/30/03","M","H",0,0,0,"mid"
"1774","AIN","HAAM","185186162","10/30/03","M","H",0,0,1,"mid"
"1775","AIN","HAAM","185186163","10/30/03","U","H",0,0,0,"mid"
"1776","AIN","HAAM","185186164","10/30/03","M","A",0,0,1,"mid"
"1777","AIN","HAAM","185186165","10/31/03","M","H",0,0,0,"mid"
"1778","AIN","HAAM","185186166","10/31/03","U","H",0,0,0,"mid"
"1779","AIN","HAAM","185186167","10/31/03","M","A",0,0,1,"mid"
"1780","AIN","HAAM","185186168","10/31/03","M","H",0,0,0,"mid"
"1781","AIN","HAAM","185186169","10/31/03","U","H",0,0,1,"mid"
"1782","AIN","HAAM","185186170","10/31/03","M","H",0,0,0,"mid"
"1783","AIN","HAAM","185186170","2/9/04","M","A",0,0,0,"mid"
"1784","AIN","HAAM","185186170","12/9/04","M","U",0,0,1,"mid"
"1785","AIN","HAAM","185186170","12/16/04","M","A",0,0,1,"mid"
"1786","AIN","HAAM","185186170","12/16/04","M","U",0,0,1,"mid"
"1787","AIN","HAAM","185186171","10/31/03","M","A",0,0,0,"mid"
"1788","AIN","HAAM","185186172","10/31/03","M","A",0,0,0,"mid"
"1789","AIN","HAAM","185186173","10/31/03","M","H",0,0,0,"mid"
"1790","AIN","HAAM","185186174","10/31/03","M","A",0,0,0,"mid"
"1791","AIN","HAAM","185186175","11/18/03","M","A",0,0,0,"mid"
"1792","AIN","HAAM","185186176","11/18/03","M","A",0,0,1,"mid"
"1793","AIN","HAAM","185186177","11/18/03","U","H",0,0,0,"mid"
"1794","AIN","HAAM","185186178","11/18/03","M","A",0,0,1,"mid"
"1795","AIN","HAAM","185186178","12/9/04","M","A",0,0,1,"mid"
"1796","AIN","HAAM","185186179","11/18/03","M","H",0,0,0,"mid"
"1797","AIN","HAAM","185186180","11/18/03","M","H",0,0,0,"mid"
"1798","AIN","HAAM","185186180","11/19/03","M","U",0,0,2,"mid"
"1799","AIN","HAAM","185186181","11/18/03","U","H",0,0,0,"mid"
"1800","AIN","HAAM","185186182","11/18/03","U","H",0,0,0,"mid"
"1801","AIN","HAAM","185186183","11/18/03","U","H",0,0,0,"mid"
"1802","AIN","HAAM","185186184","11/18/03","M","H",0,0,0,"mid"
"1803","AIN","HAAM","185186185","11/18/03","M","H",0,0,0,"mid"
"1804","AIN","HAAM","185186186","11/18/03","M","H",0,0,0,"mid"
"1805","AIN","HAAM","185186187","11/18/03","U","H",0,0,0,"mid"
"1806","AIN","HAAM","185186188","11/18/03","M","H",0,0,0,"mid"
"1807","AIN","HAAM","185186189","11/18/03","U","H",0,0,0,"mid"
"1808","AIN","HAAM","185186190","11/18/03","U","H",0,0,0,"mid"
"1809","AIN","HAAM","185186191","11/19/03","M","H",0,0,0,"mid"
"1810","AIN","HAAM","185186192","11/19/03","M","H",0,0,0,"mid"
"1811","AIN","HAAM","185186193","11/19/03","U","H",0,0,0,"mid"
"1812","AIN","HAAM","185186194","11/19/03","U","H",0,0,0,"mid"
"1813","AIN","HAAM","185186195","11/19/03","U","H",0,0,0,"mid"
"1814","AIN","HAAM","185186196","11/19/03","M","A",0,0,0,"mid"
"1815","AIN","HAAM","185186196","12/15/04","M","A",0,0,0,"mid"
"1816","AIN","HAAM","185186197","11/19/03","M","H",0,0,0,"mid"
"1817","AIN","HAAM","185186198","11/19/03","M","H",0,0,0,"mid"
"1818","AIN","HAAM","185186199","11/20/03","U","H",0,0,0,"mid"
"1819","AIN","HAAM","185186200","11/21/03","F","A",0,0,0,"mid"
"1820","AIN","HAAM","185186201","11/21/03","M","H",0,0,0,"mid"
"1821","AIN","HAAM","185186202","11/21/03","M","A",0,0,0,"mid"
"1822","AIN","HAAM","185186203","11/21/03","M","A",0,0,0,"mid"
"1823","AIN","HAAM","185186204","11/21/03","M","H",0,0,0,"mid"
"1824","AIN","HAAM","185186205","11/21/03","M","H",0,0,0,"mid"
"1825","AIN","HAAM","185186206","11/24/03","U","H",0,0,0,"mid"
"1826","AIN","HAAM","185186207","11/24/03","U","U",0,0,1,"mid"
"1827","AIN","HAAM","185186208","11/24/03","U","H",0,0,0,"mid"
"1828","AIN","HAAM","185186209","11/24/03","U","H",0,0,0,"mid"
"1829","AIN","HAAM","185186210","11/24/03","U","H",0,0,0,"mid"
"1830","AIN","HAAM","185186211","11/24/03","M","A",0,0,0,"mid"
"1831","AIN","HAAM","185186212","11/24/03","U","H",0,0,0,"mid"
"1832","AIN","HAAM","185186213","11/24/03","U","H",0,0,0,"mid"
"1833","AIN","HAAM","185186214","11/24/03","U","H",0,0,0,"mid"
"1834","AIN","HAAM","185186215","11/24/03","U","A",0,0,0,"mid"
"1835","AIN","HAAM","185186216","11/24/03","U","H",0,0,0,"mid"
"1836","AIN","HAAM","185186217","11/24/03","U","H",0,0,0,"mid"
"1837","AIN","HAAM","185186218","11/25/03","M","A",0,0,0,"mid"
"1838","AIN","HAAM","185186219","11/25/03","M","H",0,0,0,"mid"
"1839","AIN","HAAM","185186220","11/25/03","M","H",0,0,0,"mid"
"1840","AIN","HAAM","185186221","12/8/03","M","H",0,0,0,"mid"
"1841","AIN","HAAM","185186222","12/8/03","U","H",0,0,0,"mid"
"1842","AIN","HAAM","185186223","12/8/03","F","A",0,0,1,"mid"
"1843","AIN","HAAM","185186224","12/8/03","F","A",0,0,1,"mid"
"1844","AIN","HAAM","185186225","12/8/03","U","H",0,0,0,"mid"
"1845","AIN","HAAM","185186226","12/8/03","U","H",0,0,0,"mid"
"1846","AIN","HAAM","185186227","12/8/03","M","A",0,0,0,"mid"
"1847","AIN","HAAM","185186228","12/8/03","M","H",0,0,0,"mid"
"1848","AIN","HAAM","185186229","12/8/03","M","H",0,0,1,"mid"
"1849","AIN","HAAM","185186230","12/8/03","U","H",0,0,0,"mid"
"1850","AIN","HAAM","185186231","12/8/03","U","H",0,0,0,"mid"
"1851","AIN","HAAM","185186232","12/8/03","U","H",0,0,0,"mid"
"1852","AIN","HAAM","185186233","12/8/03","U","H",0,0,0,"mid"
"1853","AIN","HAAM","185186234","12/8/03","U","H",0,0,0,"mid"
"1854","AIN","HAAM","185186235","12/8/03","M","A",0,0,1,"mid"
"1855","AIN","HAAM","185186236","12/8/03","U","H",0,0,0,"mid"
"1856","AIN","HAAM","185186237","12/8/03","U","H",0,0,1,"mid"
"1857","AIN","HAAM","185186238","12/9/03","M","A",0,0,1,"mid"
"1858","AIN","HAAM","185186239","12/9/03","U","H",0,0,0,"mid"
"1859","AIN","HAAM","185186240","12/9/03","U","H",0,0,0,"mid"
"1860","AIN","HAAM","185186241","12/9/03","M","H",0,0,0,"mid"
"1861","AIN","HAAM","185186242","12/9/03","U","H",0,0,0,"mid"
"1862","AIN","HAAM","185186243","12/9/03","M","H",0,0,0,"mid"
"1863","AIN","HAAM","185186244","12/9/03","M","H",0,0,0,"mid"
"1864","AIN","HAAM","185186245","12/9/03","U","H",0,0,0,"mid"
"1865","AIN","HAAM","185186246","12/11/03","U","H",0,0,0,"mid"
"1866","AIN","HAAM","185186247","12/11/03","U","H",0,0,0,"mid"
"1867","AIN","HAAM","185186248","12/11/03","F","A",0,0,0,"mid"
"1868","AIN","HAAM","185186249","12/11/03","U","H",0,1,0,"mid"
"1869","AIN","HAAM","185186250","12/11/03","U","H",0,0,0,"mid"
"1870","AIN","HAAM","185186251","12/11/03","F","A",0,0,0,"mid"
"1871","AIN","HAAM","185186252","12/11/03","U","H",0,0,0,"mid"
"1872","AIN","HAAM","185186252","2/20/04","U","A",0,0,0,"mid"
"1873","AIN","HAAM","185186253","12/11/03","M","H",0,0,0,"mid"
"1874","AIN","HAAM","185186254","12/11/03","M","H",0,0,0,"mid"
"1875","AIN","HAAM","185186255","12/11/03","M","H",0,0,1,"mid"
"1876","AIN","HAAM","185186256","12/11/03","M","A",0,0,1,"mid"
"1877","AIN","HAAM","185186257","12/12/03","U","H",0,0,0,"mid"
"1878","AIN","HAAM","185186258","12/12/03","U","H",1,0,1,"mid"
"1879","AIN","HAAM","185186259","12/12/03","M","H",0,0,0,"mid"
"1880","AIN","HAAM","185186260","1/20/04","F","A",0,0,0,"mid"
"1881","AIN","HAAM","185186261","1/20/04","M","A",0,0,1,"mid"
"1882","AIN","HAAM","185186262","1/20/04","F","A",0,0,0,"mid"
"1883","AIN","HAAM","185186263","1/20/04","M","A",0,0,0,"mid"
"1884","AIN","HAAM","185186264","1/20/04","F","A",0,0,0,"mid"
"1885","AIN","HAAM","185186265","1/20/04","U","A",0,0,0,"mid"
"1886","AIN","HAAM","185186266","1/20/04","M","A",0,0,0,"mid"
"1887","AIN","HAAM","185186267","1/20/04","M","A",0,0,0,"mid"
"1888","AIN","HAAM","185186268","1/20/04","U","A",0,0,0,"mid"
"1889","AIN","HAAM","185186269","1/20/04","M","A",0,1,1,"mid"
"1890","AIN","HAAM","185186270","1/20/04","M","A",0,0,0,"mid"
"1891","AIN","HAAM","185186271","1/20/04","F","A",0,0,2,"mid"
"1892","AIN","HAAM","185186272","1/20/04","M","A",0,0,0,"mid"
"1893","AIN","HAAM","185186273","1/20/04","U","A",0,0,0,"mid"
"1894","AIN","HAAM","185186274","1/20/04","U","A",0,0,1,"mid"
"1895","AIN","HAAM","185186275","1/20/04","M","A",0,0,0,"mid"
"1896","AIN","HAAM","185186276","2/4/04","M","U",0,0,1,"mid"
"1897","AIN","HAAM","185186276","5/12/04","M","A",0,0,1,"mid"
"1898","AIN","HAAM","185186283","1/21/04","U","A",0,0,0,"mid"
"1899","AIN","HAAM","185186283","3/1/04","U","A",0,0,0,"mid"
"1900","AIN","HAAM","185186285","1/21/04","M","A",0,0,0,"mid"
"1901","AIN","HAAM","185186286","1/21/04","F","A",0,1,1,"mid"
"1902","AIN","HAAM","185186287","1/21/04","M","A",0,0,0,"mid"
"1903","AIN","HAAM","185186288","1/21/04","F","A",0,0,0,"mid"
"1904","AIN","HAAM","185186289","1/21/04","U","A",0,0,0,"mid"
"1905","AIN","HAAM","185186290","1/21/04","M","A",0,0,1,"mid"
"1906","AIN","HAAM","185186291","1/21/04","F","A",0,0,0,"mid"
"1907","AIN","HAAM","185186292","1/21/04","F","A",0,1,1,"mid"
"1908","AIN","HAAM","185186292","5/11/04","F","H",0,0,1,"mid"
"1909","AIN","HAAM","185186293","1/21/04","M","A",0,0,0,"mid"
"1910","AIN","HAAM","185186294","1/21/04","M","A",0,0,0,"mid"
"1911","AIN","HAAM","185186295","1/21/04","M","A",0,0,1,"mid"
"1912","AIN","HAAM","185186296","1/21/04","M","A",0,0,0,"mid"
"1913","AIN","HAAM","185186297","1/21/04","F","A",0,0,0,"mid"
"1914","AIN","HAAM","185186298","1/21/04","M","A",0,0,0,"mid"
"1915","AIN","HAAM","185186299","1/21/04","M","A",0,0,0,"mid"
"1916","AIN","HAAM","185186300","1/21/04","M","A",1,0,1,"mid"
"1917","AIN","HAAM","188137001","6/7/04","U","H",0,0,2,"mid"
"1918","AIN","HAAM","188137002","6/7/04","U","H",0,0,0,"mid"
"1919","AIN","HAAM","188137003","6/8/04","U","H",0,0,0,"mid"
"1920","AIN","HAAM","188137004","6/8/04","U","H",0,0,0,"mid"
"1921","AIN","HAAM","188137005","6/8/04","U","H",0,0,0,"mid"
"1922","AIN","HAAM","188137006","6/8/04","U","H",0,0,0,"mid"
"1923","AIN","HAAM","188137007","6/8/04","U","H",0,0,0,"mid"
"1924","AIN","HAAM","188137008","6/8/04","U","H",0,0,0,"mid"
"1925","AIN","HAAM","188137009","6/8/04","U","H",0,0,0,"mid"
"1926","AIN","HAAM","188137010","6/8/04","F","A",0,0,2,"mid"
"1927","AIN","HAAM","188137011","6/8/04","U","H",0,0,0,"mid"
"1928","AIN","HAAM","188137012","6/8/04","U","H",0,0,0,"mid"
"1929","AIN","HAAM","188137013","6/9/04","U","H",0,0,0,"mid"
"1930","AIN","HAAM","188137014","6/9/04","M","A",0,0,2,"mid"
"1931","AIN","HAAM","188137016","6/9/04","U","H",0,0,0,"mid"
"1932","AIN","HAAM","188137017","6/9/04","U","H",0,0,0,"mid"
"1933","AIN","HAAM","188137018","6/9/04","U","H",0,0,0,"mid"
"1934","AIN","HAAM","188137019","6/9/04","U","H",0,0,2,"mid"
"1935","AIN","HAAM","188137020","6/9/04","M","A",0,0,2,"mid"
"1936","AIN","HAAM","188137020","12/14/04","M","A",0,0,1,"mid"
"1937","AIN","HAAM","188137021","6/9/04","U","H",0,0,2,"mid"
"1938","AIN","HAAM","188137022","6/9/04","U","H",0,0,0,"mid"
"1939","AIN","HAAM","188137023","6/9/04","U","H",0,0,0,"mid"
"1940","AIN","HAAM","188137025","6/10/04","U","H",0,0,0,"mid"
"1941","AIN","HAAM","188137026","6/10/04","U","H",0,0,0,"mid"
"1942","AIN","HAAM","188137027","6/10/04","U","H",0,0,0,"mid"
"1943","AIN","HAAM","188137028","6/10/04","U","H",0,0,0,"mid"
"1944","AIN","HAAM","188137029","6/21/04","U","H",0,0,0,"mid"
"1945","AIN","HAAM","188137030","6/21/04","U","H",0,0,0,"mid"
"1946","AIN","HAAM","188137030","9/28/04","U","A",0,0,0,"mid"
"1947","AIN","HAAM","188137031","6/21/04","U","H",0,0,0,"mid"
"1948","AIN","HAAM","188137032","6/21/04","U","H",0,0,0,"mid"
"1949","AIN","HAAM","188137033","6/21/04","U","H",0,0,2,"mid"
"1950","AIN","HAAM","188137034","6/21/04","U","H",0,0,0,"mid"
"1951","AIN","HAAM","188137035","6/21/04","U","H",0,0,0,"mid"
"1952","AIN","HAAM","188137036","6/21/04","U","H",0,0,2,"mid"
"1953","AIN","HAAM","188137037","6/21/04","U","H",0,0,0,"mid"
"1954","AIN","HAAM","188137038","6/22/04","U","H",0,0,0,"mid"
"1955","AIN","HAAM","188137039","6/22/04","U","H",0,0,0,"mid"
"1956","AIN","HAAM","188137040","6/22/04","U","H",0,0,0,"mid"
"1957","AIN","HAAM","188137041","6/22/04","U","H",0,0,0,"mid"
"1958","AIN","HAAM","188137042","6/22/04","U","H",0,0,0,"mid"
"1959","AIN","HAAM","188137043","6/22/04","U","H",0,0,0,"mid"
"1960","AIN","HAAM","188137044","6/23/04","U","H",0,0,0,"mid"
"1961","AIN","HAAM","188137045","6/23/04","U","H",0,0,0,"mid"
"1962","AIN","HAAM","188137046","6/23/04","U","H",0,0,0,"mid"
"1963","AIN","HAAM","188137047","6/23/04","U","H",0,0,2,"mid"
"1964","AIN","HAAM","188137048","6/23/04","U","H",0,0,0,"mid"
"1965","AIN","HAAM","188137049","6/24/04","M","A",1,0,0,"mid"
"1966","AIN","HAAM","188137050","6/24/04","U","H",0,0,0,"mid"
"1967","AIN","HAAM","188137051","6/25/04","U","H",0,0,0,"mid"
"1968","AIN","HAAM","188137052","6/25/04","U","H",0,0,0,"mid"
"1969","AIN","HAAM","188137053","6/25/04","U","H",0,0,0,"mid"
"1970","AIN","HAAM","188137054","6/25/04","U","H",0,0,0,"mid"
"1971","AIN","HAAM","188137055","6/25/04","U","H",0,0,0,"mid"
"1972","AIN","HAAM","188137056","6/25/04","U","H",0,0,2,"mid"
"1973","AIN","HAAM","188137057","6/25/04","U","H",0,0,2,"mid"
"1974","AIN","HAAM","188137058","6/25/04","U","H",0,0,2,"mid"
"1975","AIN","HAAM","188137059","7/6/04","U","H",0,0,0,"mid"
"1976","AIN","HAAM","188137060","7/6/04","U","U",0,0,0,"mid"
"1977","AIN","HAAM","188137061","7/6/04","U","H",0,0,0,"mid"
"1978","AIN","HAAM","188137062","7/6/04","U","H",0,0,0,"mid"
"1979","AIN","HAAM","188137063","7/6/04","U","H",0,0,0,"mid"
"1980","AIN","HAAM","188137064","7/6/04","U","H",0,0,0,"mid"
"1981","AIN","HAAM","188137065","7/6/04","U","H",0,0,0,"mid"
"1982","AIN","HAAM","188137066","7/7/04","U","H",0,0,0,"mid"
"1983","AIN","HAAM","188137067","7/7/04","U","H",0,0,0,"mid"
"1984","AIN","HAAM","188137068","7/7/04","U","H",0,0,0,"mid"
"1985","AIN","HAAM","188137069","7/7/04","U","H",0,0,0,"mid"
"1986","AIN","HAAM","188137070","7/7/04","U","H",0,0,2,"mid"
"1987","AIN","HAAM","188137071","7/8/04","U","H",0,0,2,"mid"
"1988","AIN","HAAM","188137072","7/8/04","M","H",0,0,0,"mid"
"1989","AIN","HAAM","188137072","12/9/04","M","A",0,0,0,"mid"
"1990","AIN","HAAM","188137073","7/8/04","U","H",0,0,0,"mid"
"1991","AIN","HAAM","188137074","7/8/04","M","A",0,0,0,"mid"
"1992","AIN","HAAM","188137075","7/8/04","U","H",0,0,2,"mid"
"1993","AIN","HAAM","188137076","7/8/04","U","H",0,0,2,"mid"
"1994","AIN","HAAM","188137077","7/9/04","U","H",0,0,2,"mid"
"1995","AIN","HAAM","188137078","7/9/04","U","H",0,0,0,"mid"
"1996","AIN","HAAM","188137079","7/19/04","U","H",0,0,0,"mid"
"1997","AIN","HAAM","188137080","7/19/04","U","H",0,0,0,"mid"
"1998","AIN","HAAM","188137081","7/19/04","U","H",0,0,0,"mid"
"1999","AIN","HAAM","188137082","7/19/04","U","H",0,0,0,"mid"
"2000","AIN","HAAM","188137083","7/19/04","U","H",0,0,0,"mid"
"2001","AIN","HAAM","188137084","7/19/04","U","H",0,0,0,"mid"
"2002","AIN","HAAM","188137085","7/19/04","U","H",0,0,2,"mid"
"2003","AIN","HAAM","188137086","7/19/04","U","H",0,0,2,"mid"
"2004","AIN","HAAM","188137087","7/20/04","U","H",0,0,0,"mid"
"2005","AIN","HAAM","188137088","7/20/04","U","H",0,0,0,"mid"
"2006","AIN","HAAM","188137089","7/20/04","U","H",0,0,2,"mid"
"2007","AIN","HAAM","188137090","7/20/04","U","H",0,0,0,"mid"
"2008","AIN","HAAM","188137091","7/20/04","U","H",0,0,0,"mid"
"2009","AIN","HAAM","188137091","12/15/04","U","H",0,1,1,"mid"
"2010","AIN","HAAM","188137092","7/20/04","U","H",0,0,0,"mid"
"2011","AIN","HAAM","188137093","7/20/04","U","H",0,0,2,"mid"
"2012","AIN","HAAM","188137094","7/20/04","U","H",0,0,2,"mid"
"2013","AIN","HAAM","188137095","7/21/04","U","H",0,0,2,"mid"
"2014","AIN","HAAM","188137096","7/21/04","U","H",0,0,2,"mid"
"2015","AIN","HAAM","188137097","7/21/04","U","H",0,0,0,"mid"
"2016","AIN","HAAM","188137098","7/21/04","U","H",0,0,0,"mid"
"2017","AIN","HAAM","188137099","7/21/04","U","H",0,0,0,"mid"
"2018","AIN","HAAM","188137100","7/21/04","U","H",0,0,0,"mid"
"2019","AIN","HAAM","188137101","3/17/04","M","A",0,0,0,"mid"
"2020","AIN","HAAM","188137102","3/17/04","M","A",0,0,0,"mid"
"2021","AIN","HAAM","188137104","4/21/04","F","A",0,0,0,"mid"
"2022","AIN","HAAM","188137104","12/13/04","F","A",0,0,0,"mid"
"2023","AIN","HAAM","188137106","5/10/04","U","H",0,0,0,"mid"
"2024","AIN","HAAM","188137107","5/10/04","U","H",0,0,0,"mid"
"2025","AIN","HAAM","188137108","5/10/04","U","H",0,0,1,"mid"
"2026","AIN","HAAM","188137109","5/10/04","U","H",0,0,0,"mid"
"2027","AIN","HAAM","188137110","5/10/04","M","A",0,0,2,"mid"
"2028","AIN","HAAM","188137112","5/10/04","U","H",0,0,2,"mid"
"2029","AIN","HAAM","188137114","5/11/04","U","H",0,0,0,"mid"
"2030","AIN","HAAM","188137114","5/14/04","U","H",0,0,0,"mid"
"2031","AIN","HAAM","188137115","5/11/04","U","H",0,0,0,"mid"
"2032","AIN","HAAM","188137115","6/22/04","U","H",0,0,0,"mid"
"2033","AIN","HAAM","188137116","5/11/04","U","U",0,0,0,"mid"
"2034","AIN","HAAM","188137117","5/11/04","U","U",0,0,2,"mid"
"2035","AIN","HAAM","188137118","5/11/04","U","H",0,0,0,"mid"
"2036","AIN","HAAM","188137119","5/11/04","U","H",0,0,0,"mid"
"2037","AIN","HAAM","188137120","5/11/04","U","H",0,0,0,"mid"
"2038","AIN","HAAM","188137121","5/11/04","U","H",0,0,0,"mid"
"2039","AIN","HAAM","188137122","5/11/04","U","H",0,0,2,"mid"
"2040","AIN","HAAM","188137123","5/12/04","U","H",0,0,0,"mid"
